BroodID,Year,Box,Popn,Species,CltCd,CltSize,Hatch,Fledged,DFE,DH,MinEggs,MinHatch,UnHatch,Outcome,MaleID,MaleStatus,MaleDate,MaleRingDate,MaleMinAge,FemaleID,FemaleStatus,FemaleRingDate,FemaleDate,FemaleMinAge,YoungDate,Young1,Young2,Young3,Young4,Young5,Young6,Young7,Young8,Young9,Young10,Weight.Y1,Weight.Y2,Weight.Y3,Weight.Y4,Weight.Y5,Weight.Y6,Weight.Y7,Weight.Y8,Weight.Y9,Weight.Y10,Comments 
116,1983,112,NAG,PIEFL,1,7,,6,43,63,,,,NE,A843729,S,29/05/1983,,2,B525110,S,21/05/1982,19/05/1983,2,12/06/1983,B870148,B870149,B870150,B870151,B870152,B870153,,,,,14.8,15.2,16,14.9,15,14.7,,,,,Hatching date estimated - Assumption that all ringed young fledged
117,1983,119,NAG,PIEFL,1,,,0,,,,,,XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESERTED
118,1983,129,NAG,PIEFL,1,7,7,7,47,67,,,,NE,B870021,I,05/06/1983,05/06/1983,1,B870007,I,23/05/1983,23/05/1983,1,16/06/1983,B870185,B870186,B870187,B870188,B870189,B870190,B870191,,,,13.6,14.8,14.7,13.4,14,14.1,13.9,,,,Hatching date estimated - Assumption that all ringed young fledged
119,1983,134,NAG,PIEFL,1,,0,0,47,,,,,ED,,,,,,B525108,S,19/05/1982,23/05/1983,2,,,,,,,,,,,,,,,,,,,,,,BLUE TIT ON 4 PF EGGS - DESERTED 15/6 - EGGS TO BOX 36 
120,1983,135,NAG,PIEFL,1,6,,5,44,63,,,,NE,B870015,I,04/06/1983,04/06/1983,1,A367436,S,,18/05/1983,2,12/06/1983,B870130,B870131,B870132,B870133,B870134,,,,,,13.5,15.1,14,12.5,14.1,,,,,,Hatching date estimated - Assumption that all ringed young fledged
121,1983,137,NAG,PIEFL,1,4,4,3,49,68,,,,NE,B525115,S,28/05/1983,30/05/1982,2,B525197,R,08/06/1982,26/05/1983,1,16/06/1983,B870201,B870202,B870203,B870204,,,,,,,14.1,13,13.9,13.7,,,,,,,Hatching date estimated - B870203 DEAD IN BOX
122,1983,152,NAG,PIEFL,1,7,5,5,41,62,,,2,NE,B870016,I,04/06/1983,04/06/1983,1,B210683,S,19/06/1981,19/05/1983,3,08/06/1983,B870024,B870025,B870026,B870027,B870028,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
123,1983,154,NAG,PIEFL,1,7,7,7,43,63,,,,NE,B525366,R,28/05/1983,12/06/1982,1,B210504,S,31/05/1981,22/05/1983,3,12/06/1983,B870109,B870110,B870111,B870112,B870113,B870114,B870115,,,,11.2,13.8,13.9,13.6,13.9,14.2,13.6,,,,Hatching date estimated - Assumption that all ringed young fledged
124,1983,156,NAG,PIEFL,1,,0,0,49,,,,,EP,,,,,,B525213,S,08/06/1982,26/05/1983,1,,,,,,,,,,,,,,,,,,,,,,PREDATED - TO BOX 193
125,1983,159,NAG,PIEFL,1,7,7,7,55,,,,,NE,B210528,S,22/05/1983,11/06/1981,2,A367375,S,,22/05/1983,2,12/06/1983,B870116,B870117,B870118,B870119,B870120,B870121,B870122,,,,13.5,13.8,13.9,14,14,13.3,13.4,,,,Assumption that all ringed young fledged
126,1983,174,NAG,PIEFL,1,5,5,5,55,71,,,,NE,B525120,R,10/06/1983,31/05/1982,1,B870012,I,29/05/1983,29/05/1983,1,19/06/1983,B870279,B870280,B870281,B870282,B870283,,,,,,13.3,14.1,13.2,13.1,14.2,,,,,,Hatching date estimated - Assumption that all ringed young fledged
127,1983,175,NAG,PIEFL,1,6,6,6,45,64,,,,NE,B525133,R,05/06/1983,05/06/1982,1,B525224,R,08/06/1982,21/05/1983,1,12/06/1983,B870142,B870143,B870144,B870145,B870146,B870147,,,,,14,14.4,13.9,14,14.3,14.3,,,,,Hatching date estimated - Assumption that all ringed young fledged
128,1983,180,NAG,PIEFL,1,7,7,7,43,63,,,,NE,B210600,R,29/05/1983,14/06/1981,2,B210505,S,31/05/1981,23/05/1983,3,12/06/1983,B870075,B870076,B870077,B870078,B870079,B870080,B870081,,,,14.1,15,13.8,13.4,14.1,12.4,12.5,,,,Hatching date estimated - Assumption that all ringed young fledged
129,1983,186,NAG,PIEFL,1,6,6,6,53,71,,,,NE,B870018,S,25/06/1983,05/06/1983,2,A367421,S,,23/05/1983,2,19/06/1983,B870288,B870289,B870290,B870291,B870292,B870293,,,,,12.9,13.9,14.9,12.8,13,14.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
130,1983,188,NAG,PIEFL,1,7,6,6,46,66,,,1,NE,B525139,R,29/05/1983,05/06/1982,1,B525248,R,08/06/1982,23/05/1983,1,16/06/1983,B870205,B870206,B870207,B870208,B870209,B870210,,,,,14.3,14.4,14.4,14,15,14.1,,,,,Hatching date estimated - Assumption that all ringed young fledged
131,1983,191,NAG,PIEFL,1,6,2,2,48,67,,,4,NE,B525150,S,28/05/1983,06/06/1982,2,B870003,I,22/05/1983,22/05/1983,1,16/06/1983,B870173,B870174,,,,,,,,,15.3,15,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
132,1983,193,NAG,PIEFL,1,5,,3,62,80,,,,NE,B525199,R,22/06/1983,08/06/1982,1,B525213,R,08/06/1982,08/06/1983,1,29/06/1983,B870304,B870305,B870306,,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged - FROM BOX 156 
133,1983,197,NAG,PIEFL,1,8,8,8,52,71,,,,NE,B525114,S,10/06/1983,29/05/1982,2,B210607,S,14/06/1981,01/06/1983,2,19/06/1983,B870271,B870272,B870273,B870274,B870275,B870276,B870277,B870278,,,13.1,14.1,12.8,12.7,13.1,12.4,13.3,13.4,,,Hatching date estimated - Assumption that all ringed young fledged
134,1983,199,NAG,PIEFL,1,6,,4,43,62,,,,NE,A367547,S,29/05/1983,,2,B525244,R,08/06/1982,21/05/1983,1,12/06/1983,B870089,B870090,B870091,B870092,,,,,,,14.6,14.8,14.5,15,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
135,1983,202,NAG,PIEFL,1,5,,4,54,70,,,,NE,B525150,S,22/06/1983,06/06/1982,2,B525183,R,06/06/1982,05/06/1983,1,18/06/1983,B870263,B870264,B870265,B870266,,,,,,,15.4,14.9,13,14.4,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
136,1983,205,NAG,PIEFL,1,4,,3,46,66,,,,NE,A843801,S,04/06/1983,,2,B870005,I,22/05/1983,22/05/1983,1,12/06/1983,B870099,B870100,B870101,B870102,,,,,,,13,13.3,12.1,13.8,,,,,,,Hatching date estimated - B870101 DEAD IN BOX 
137,1983,206,NAG,PIEFL,1,8,,6,50,70,,,,NE,B525172,R,09/06/1983,06/06/1982,1,B525360,I,12/06/1982,26/05/1983,1,18/06/1983,B870258,B870259,B870260,B870261,B870262,B870294,,,,,14,12.8,13.6,14.2,13.5,,,,,,Hatching date estimated - Assumption that all ringed young fledged
138,1983,218,NAG,PIEFL,1,7,7,7,44,64,,,,NE,B210600,S,28/05/1983,14/06/1981,3,B210506,S,31/05/1981,28/05/1983,3,12/06/1983,B870082,B870083,B870084,B870085,B870086,B870087,B870088,,,,14.6,15.1,16.2,15.4,16,15.5,14.9,,,,Hatching date estimated - Assumption that all ringed young fledged
139,1983,222,NAG,PIEFL,1,8,8,8,42,63,,,,NE,B210618,R,21/05/1983,14/06/1981,2,A843562,S,,21/05/1983,2,12/06/1983,B870055,B870056,B870057,B870058,B870059,B870060,B870061,B870062,,,14.4,13.6,14.6,13.5,14.3,14,14.5,14.9,,,Hatching date estimated - Assumption that all ringed young fledged
140,1983,302,NAG,PIEFL,1,7,5,5,48,68,,,2,NE,A367306,,04/06/1983,,1,B870009,I,25/05/1983,25/05/1983,1,16/06/1983,B870175,B870176,B870177,B870178,B870179,,,,,,14.6,14.4,14.3,14.7,12.9,,,,,,Hatching date estimated - Assumption that all ringed young fledged
141,1983,304,NAG,PIEFL,1,7,,5,46,66,,,1,NE,A843545,S,04/06/1983,,2,B210503,S,31/05/1981,22/05/1983,3,16/06/1983,B870180,B870181,B870182,B870183,B870184,,,,,,14,13.6,13.7,13.8,14.1,,,,,,Hatching date estimated - Assumption that all ringed young fledged
142,1983,310,NAG,PIEFL,1,5,,5,55,72,,,,NE,B525115,S,19/06/1983,30/05/1982,2,B525206,R,08/06/1982,01/06/1983,1,22/06/1983,B870295,B870296,B870297,B870298,B870299,,,,,,14.3,14.4,14.7,14.5,14.6,,,,,,Hatching date estimated - Assumption that all ringed young fledged
143,1983,315,NAG,PIEFL,1,7,7,7,44,64,,,,NE,A843800,S,04/06/1983,,2,A367319,S,,21/05/1983,2,12/06/1983,B870135,B870136,B870137,B870138,B870139,B870140,B870141,,,,13.5,13.4,14.4,14.8,13,13.4,13.6,,,,Hatching date estimated - Assumption that all ringed young fledged
144,1983,325,NAG,PIEFL,1,6,,5,52,70,,,,NE,,,,,,B870010,I,26/05/1983,26/05/1983,1,18/06/1983,B870253,B870254,B870255,B870256,B870257,,,,,,12.9,12,15.1,14,14.1,,,,,,Hatching date estimated - Assumption that all ringed young fledged
145,1983,337,NAG,PIEFL,1,,,0,,,,,,XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESERTED
146,1983,340,NAG,PIEFL,1,7,,5,43,63,,,,NE,KP71419,I,29/05/1983,08/06/1980,3,B525101,S,12/05/1982,19/05/1983,2,12/06/1983,B870063,B870064,B870065,B870066,B870067,,,,,,15.4,15.1,14.6,14.7,14,,,,,,Hatching date estimated - Assumption that all ringed young fledged
147,1983,346,NAG,PIEFL,1,7,,4,44,65,,,,NE,B210600,S,25/06/1983,14/06/1981,2,A367385,,,28/05/1983,2,19/06/1983,B870284,B870285,B870286,B870287,,,,,,,15.3,16,14.9,15,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
148,1983,359,NAG,PIEFL,1,7,7,7,42,62,,,,NE,B083824,,29/05/1983,,1,B870001,I,18/05/1983,18/05/1983,1,12/06/1983,B087042,B087043,B087044,B087045,B087046,B087047,B087048,,,,14.1,13.6,14.3,13.9,13.6,14.4,14.1,,,,Hatching date estimated - Assumption that all ringed young fledged
149,1983,361,NAG,PIEFL,1,7,6,6,44,64,,,1,NE,A843764,S,29/05/1983,,2,A843515,S,,21/05/1983,2,12/06/1983,B870049,B870050,B870051,B870052,B870053,B870054,,,,,13.3,15.1,13.3,14.4,14.1,13.6,,,,,Hatching date estimated - Assumption that all ringed young fledged
150,1983,402,NAG,PIEFL,1,6,6,6,47,66,,,,NE,B870018,I,05/06/1983,05/06/1983,1,B870008,I,23/05/1983,23/05/1983,1,16/06/1983,B870211,B870212,B870213,B870214,B870215,B870216,,,,,15.7,14.6,16,14.3,15.7,15.8,,,,,Hatching date estimated - Assumption that all ringed young fledged
151,1983,404,NAG,PIEFL,1,5,4,4,48,66,,,1,NE,B870019,I,05/06/1983,05/06/1983,1,B525318,R,12/06/1982,26/05/1983,1,16/06/1983,B870217,B870218,B870219,B870220,,,,,,,14.7,14.2,14.5,14.5,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
152,1983,406,NAG,PIEFL,1,7,,5,44,64,,,1,NE,B870017,I,05/06/1983,05/06/1983,1,B870002,I,19/05/1983,19/05/1983,1,12/06/1983,B870168,B870169,B870170,B870171,B870172,,,,,,14.1,13.2,13.6,12,13.4,,,,,,Hatching date estimated - Assumption that all ringed young fledged
153,1983,408,NAG,PIEFL,1,7,7,7,41,61,,,,NE,B870013,I,03/06/1983,03/06/1983,1,B525104,S,14/05/1982,19/05/1983,2,11/06/1983,B870035,B870036,B870037,B870038,B870039,B870040,B870041,,,,13.9,13.3,12.8,13.7,13.6,14.6,12.3,,,,Hatching date estimated - Assumption that all ringed young fledged
154,1983,428,NAG,PIEFL,1,6,6,6,46,65,,,,NE,B525161,R,05/06/1983,06/06/1982,1,A843543,,,26/05/1983,2,12/06/1983,B870162,B870163,B870164,B870165,B870166,B870167,,,,,13.4,13.5,13.7,12.4,13.1,13,,,,,Hatching date estimated - Assumption that all ringed young fledged
155,1983,434,NAG,PIEFL,1,7,5,5,46,66,,,2,NE,B870020,I,05/06/1983,05/06/1983,1,B210579,R,11/06/1981,23/05/1983,2,16/06/1983,B870221,B870222,B870223,B870224,B870225,,,,,,14.8,14.4,13,14.1,14.2,,,,,,Hatching date estimated - Assumption that all ringed young fledged
156,1983,436,NAG,PIEFL,1,8,8,8,44,65,,,,NE,B525126,R,05/06/1983,01/06/1982,1,A843756,,,19/05/1983,2,12/06/1983,B870154,B870155,B870156,B870157,B870158,B870159,B870160,B870161,,,14.9,13,13,14.2,14.1,14.5,14.5,11.7,,,Hatching date estimated - Assumption that all ringed young fledged
157,1983,179-98 (R1),NAG,PIEFL,1,7,,4,47,67,,,,NE,A367547,S,09/06/1983,,2,B525103,S,14/05/1982,23/05/1983,2,17/06/1983,B870226,B870227,B870228,B870229,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
158,1983,38R,NAG,PIEFL,1,6,6,6,43,62,,,,NE,B870014,I,03/06/1983,03/06/1983,1,B525125,R,01/06/1982,18/05/1983,1,11/06/1983,B870029,B870030,B870031,B870032,B870033,B870034,,,,,14.2,13.1,15.4,15,14.6,14.7,,,,,Hatching date estimated - Assumption that all ringed young fledged
159,1984,4,DEA,PIEFL,1,7,7,7,,62,,,,NE,C301520,I,05/06/1984,05/06/1984,1,B870052,R,12/06/1983,04/06/1984,1,10/06/1984,C301545,C301546,C301547,C301548,C301549,C301550,C301551,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
160,1984,Stile Box,DEA,PIEFL,1,6,6,6,,69,,,,NE,,,,,,B870067,R,12/06/1983,04/06/1984,1,18/06/1984,C301817,C301818,C301819,C301820,C301821,C301822,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
161,1984,,FLO,PIEFL,1,,,7,,,,,,NE,B261909,,17/06/1984,,1,C301748,I,16/06/1984,16/06/1984,1,15/06/1984,C301709,C301710,C301711,C301712,C301713,C301714,C301715,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
162,1984,3,KEN,PIEFL,1,7,,5,45,65,,,,NE,B586322,I,17/06/1984,12/06/1982,1,B870022,S,06/06/1983,27/05/1984,2,14/06/1984,C301660,C301661,C301662,C301663,C301664,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
163,1984,10,KEN,PIEFL,2,6,,3,62,78,,,,NE,C301865,I,23/06/1984,23/06/1984,1,A147429,S,,03/06/1984,3,23/06/1984,C301866,C301867,C301868,,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
164,1984,15,KEN,PIEFL,1,7,7,7,43,63,,,,NE,A843735,S,10/06/1984,,3,B092639,I,08/06/1981,27/05/1984,3,13/06/1984,C301639,C301640,C301641,C301642,C301643,C301644,C301645,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
165,1984,17,KEN,PIEFL,1,7,7,7,41,61,,,,NE,C301512,I,27/05/1984,27/05/1984,1,B525221,S,08/06/1982,27/05/1984,2,10/06/1984,C301537,C301538,C301539,C301540,C301541,C301542,C301543,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
166,1984,21,KEN,PIEFL,1,4,4,4,,,,,,NE,,,,,,B870235,R,17/06/1983,17/06/1984,1,14/06/1984,C301665,C301666,C301667,C301668,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
167,1984,22,KEN,PIEFL,1,6,6,6,53,72,,,,NE,B261648,I,14/06/1984,01/06/1982,2,C301516,I,03/06/1984,03/06/1984,1,23/06/1984,C301869,C301870,C301871,C301872,C301873,C301874,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
168,1984,25,KEN,PIEFL,1,6,5,5,57,76,,,1,NE,B525131,S,14/06/1984,05/06/1982,3,A843527,S,,03/06/1984,3,23/06/1984,C301875,C301876,C301877,C301878,C301879,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
169,1984,28,KEN,PIEFL,1,6,6,6,45,64,,,,NE,C301529,I,10/06/1984,10/06/1984,1,B525429,R,16/06/1982,27/05/1984,2,13/06/1984,C301633,C301634,C301635,C301636,C301637,C301638,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
170,1984,29,KEN,PIEFL,1,7,7,7,38,58,,,,NE,B525124,R,03/06/1984,01/06/1982,2,B870041,R,11/06/1983,27/05/1984,1,10/06/1984,C301530,C301531,C301532,C301533,C301534,C301535,C301536,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
171,1984,37,KEN,PIEFL,1,6,6,6,50,69,,,,NE,C301527,S,17/06/1984,10/06/1984,1,C301517,I,03/06/1984,03/06/1984,1,17/06/1984,C301797,C301798,C301799,C301800,C301801,C301802,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
172,1984,40,KEN,PIEFL,1,8,8,8,47,67,,,,NE,C301528,I,10/06/1984,10/06/1984,1,C301510,I,27/05/1984,27/05/1984,1,17/06/1984,C301789,C301790,C301791,C301792,C301793,C301794,C301795,C301796,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
173,1984,45,KEN,PIEFL,1,6,6,6,41,60,,,,NE,C301527,I,10/06/1984,10/06/1984,1,C301511,I,27/05/1984,27/05/1984,1,13/06/1984,C301627,C301628,C301629,C301630,C301631,C301632,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
174,1984,2,NAG,PIEFL,1,,,0,,,,,,XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESERTED
175,1984,4,NAG,PIEFL,1,6,5,5,50,68,,,1,NE,B870164,R,09/06/1984,12/06/1983,1,B870047,I,12/06/1983,28/05/1984,1,17/06/1984,C301751,C301752,C301753,C301754,C301755,,,,,,15.6,15.4,14.7,14.5,15.2,,,,,,Hatching date estimated - Assumption that all ringed young fledged
176,1984,8,NAG,PIEFL,1,6,6,6,55,74,,,,NE,A367306,S,10/06/1984,,2,B525206,S,08/06/1982,02/06/1984,2,23/06/1984,C301848,C301849,C301850,C301851,C301852,C301880,,,,,12.4,13.5,12.7,12.5,11.8,,,,,,Hatching date estimated - Assumption that all ringed young fledged
177,1984,25,NAG,PIEFL,1,7,,6,47,67,,,,NE,B525422,I,09/06/1984,16/06/1982,1,B525109,S,21/05/1982,26/05/1984,3,16/06/1984,C301744,C301745,C301746,C301747,C301749,C301750,,,,,13.8,14,12.6,14.2,14.2,12.6,,,,,Hatching date estimated - Assumption that all ringed young fledged
178,1984,33,NAG,PIEFL,1,6,6,6,50,68,,,,NE,B525289,R,09/06/1984,09/06/1982,2,B525125,S,01/06/1982,28/05/1984,2,17/06/1984,C301763,C301764,C301765,C301766,C301767,C301768,,,,,15.2,14.6,14.5,14.3,14.8,15.2,,,,,Hatching date estimated - Assumption that all ringed young fledged
179,1984,47,NAG,PIEFL,1,,,0,44,,,,,XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREDATED
180,1984,66,NAG,PIEFL,1,6,6,6,51,64,,,,NE,B525172,S,09/06/1984,06/06/1982,2,B870135,R,12/06/1983,26/05/1984,1,18/06/1984,C301823,C301824,C301825,C301826,C301827,C301828,,,,,13.2,13.6,13.6,13.9,13.8,14,,,,,Hatching date estimated - Assumption that all ringed young fledged
181,1984,68,NAG,PIEFL,1,6,6,6,43,62,,,,NE,B525114,S,27/05/1984,29/05/1982,3,A367436,S,,23/05/1984,3,11/06/1984,C301559,C301560,C301561,C301562,C301563,C301564,,,,,13.4,13.6,12.9,13.2,14.6,13.3,,,,,Hatching date estimated - Assumption that all ringed young fledged - SAME PAIRING AS 1982
182,1984,70,NAG,PIEFL,1,,,0,,,,,,XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREDATED
183,1984,77,NAG,PIEFL,1,7,0,0,48,,,,,EP,,,,,,B870123,S,12/06/1983,18/05/1984,1,,,,,,,,,,,,,,,,,,,,,,PREDATED - TO BOX 410-
184,1984,84,NAG,PIEFL,1,7,,0,51,70,,,,XU,,,,,,B870010,S,26/05/1983,27/05/1984,2,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - TRANSFERRED TO BOX 318
185,1984,90,NAG,PIEFL,1,8,,7,45,65,,,,NE,C301521,I,09/06/1984,09/06/1984,1,B210607,S,14/06/1981,23/05/1984,3,14/06/1984,C301648,C301649,C301650,C301651,C301652,C301653,C301654,,,,15,14.7,14.7,14.1,13.7,13.6,14,,,,Hatching date estimated - Assumption that all ringed young fledged
186,1984,92,NAG,PIEFL,1,6,,1,45,63,,,1,NE,B525336,R,03/06/1984,12/06/1982,2,A367370,S,,23/05/1984,3,12/06/1984,C301591,C301592,C301593,,,,,,,,13.2,13.4,13.2,,,,,,,,Hatching date estimated - 591/593 dead
187,1984,94,NAG,PIEFL,1,7,,6,47,66,,,,NE,B870283,R,09/06/1984,19/06/1983,1,B870058,R,12/06/1983,23/05/1984,1,14/06/1984,C301676,C301677,C301678,C301679,C301680,C301681,,,,,12.9,13.2,12.7,12.1,12.1,11.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
188,1984,95,NAG,PIEFL,1,6,,1,51,70,,,,NE,B870149,R,10/06/1984,12/06/1983,1,B870133,R,12/06/1983,02/06/1984,1,20/06/1984,C301841,,,,,,,,,,15.1,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
189,1984,97,NAG,PIEFL,1,7,7,7,43,62,,,,NE,B870054,I,02/06/1984,12/06/1983,1,C301501,I,24/05/1984,24/05/1984,1,11/06/1984,C301572,C301573,C301574,C301575,C301576,C301577,C301578,,,,14.4,14.4,13.4,14.7,13.2,13.9,14.5,,,,Hatching date estimated - Assumption that all ringed young fledged
190,1984,99,NAG,PIEFL,1,7,,5,46,65,,,,NE,C301519,I,04/06/1984,04/06/1984,1,B525244,S,08/06/1982,24/05/1984,2,14/06/1984,C301655,C301656,C301657,C301658,C301659,,,,,,14.5,14.5,14.7,15,13.9,,,,,,Hatching date estimated - Assumption that all ringed young fledged
191,1984,100,NAG,PIEFL,1,7,7,7,49,69,,,,NE,C301523,I,09/06/1984,09/06/1984,1,B870184,R,16/06/1983,27/05/1984,1,18/06/1984,C301810,C301811,C301812,C301813,C301814,C301815,C301816,,,,14.2,15.1,14.6,14,14.3,14.4,13.3,,,,Hatching date estimated - Assumption that all ringed young fledged
192,1984,103,NAG,PIEFL,1,7,,0,45,,,,,JP,,,,,,B525101,S,12/05/1982,23/05/1984,3,,,,,,,,,,,,,,,,,,,,,,PREDATED
193,1984,109,NAG,PIEFL,1,7,7,7,47,66,,,,NE,B525286,R,09/06/1984,09/06/1982,2,B210506,S,31/05/1981,24/05/1984,4,14/06/1984,C301669,C301670,C301671,C301672,C301673,C301674,C301675,,,,15,14.4,13.9,14.7,14.7,14,14,,,,Hatching date estimated - Assumption that all ringed young fledged
194,1984,112,NAG,PIEFL,1,7,,5,45,64,,,,NE,B525336,S,04/06/1984,12/06/1982,2,B525110,S,21/05/1982,23/05/1984,3,13/06/1984,C301622,C301623,C301624,C301625,C301626,,,,,,14.1,13.7,14.6,14.3,14.4,,,,,,Hatching date estimated - Assumption that all ringed young fledged
195,1984,115,NAG,PIEFL,1,7,7,7,49,69,,,,NE,B870017,S,09/06/1984,05/06/1983,2,B525248,S,08/06/1982,27/05/1984,2,18/06/1984,C301803,C301804,C301805,C301806,C301807,C301808,C301809,,,,14.3,13.2,13.5,13.3,13.2,13.4,13.8,,,,Hatching date estimated - Assumption that all ringed young fledged
196,1984,141,NAG,PIEFL,1,3,,2,47,65,,,,NE,,,,,,B525183,S,06/06/1982,26/05/1984,2,13/06/1984,C301646,C301647,,,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
197,1984,152,NAG,PIEFL,1,7,7,7,43,62,,,,NE,B525341,R,26/05/1984,12/06/1982,2,B870068,R,12/06/1983,26/05/1984,1,11/06/1984,C301552,C301553,C301554,C301555,C301556,C301557,C301558,,,,13.5,12.8,14.3,13.4,13.4,12.8,12.4,,,,Hatching date estimated - Assumption that all ringed young fledged
198,1984,153,NAG,PIEFL,1,6,6,6,54,73,,,,NE,C301544,I,10/06/1984,10/06/1984,1,B870262,R,18/06/1983,02/06/1984,1,21/06/1984,C301842,C301843,C301844,C301845,C301846,C301847,,,,,13.8,13.7,14.7,13.7,13.9,12.3,,,,,Hatching date estimated - Assumption that all ringed young fledged
199,1984,154,NAG,PIEFL,1,6,6,6,45,63,,,,NE,B525378,R,09/06/1984,12/06/1982,2,B210537,R,11/06/1981,23/05/1984,3,12/06/1984,C301585,C301586,C301587,C301588,C301589,C301590,,,,,12.4,10.7,11.3,11.7,11.4,11.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
200,1984,155,NAG,PIEFL,1,8,,0,51,,,,,JP,,,,,,B525360,S,12/06/1982,28/05/1984,2,,,,,,,,,,,,,,,,,,,,,,PREDATED
201,1984,157,NAG,PIEFL,1,6,6,6,50,68,,,,NE,B870021,S,28/05/1984,05/06/1983,2,B870003,S,22/05/1983,28/05/1984,2,20/06/1984,C301835,C301836,C301837,C301838,C301839,C301840,,,,,15.4,14.7,14,14.3,14.7,13.1,,,,,Hatching date estimated - Assumption that all ringed young fledged
202,1984,158,NAG,PIEFL,1,7,6,6,48,68,,,1,NE,B525352,I,09/06/1984,31/05/1982,1,B525213,S,08/06/1982,26/05/1984,2,17/06/1984,C301769,C301770,C301771,C301772,C301773,C301774,,,,,14.5,13.7,14.4,13.9,14.2,14.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
203,1984,159,NAG,PIEFL,1,6,6,6,56,75,,,,NE,B525289,S,16/06/1984,09/06/1982,2,B525108,S,19/05/1982,02/06/1984,3,23/06/1984,C301853,C301854,C301855,C301856,C301857,C301858,,,,,13.1,13.5,13.7,13.2,14,13.3,,,,,Hatching date estimated - Assumption that all ringed young fledged
204,1984,168,NAG,PIEFL,1,6,6,6,46,64,,,,NE,C301518,I,04/06/1984,04/06/1984,1,B870179,R,16/06/1983,25/05/1984,1,13/06/1984,C301599,C301600,C301601,C301602,C301603,C301604,,,,,14.8,14.1,14.3,13.9,14.8,13.1,,,,,Hatching date estimated - Assumption that all ringed young fledged
205,1984,171,NAG,PIEFL,1,5,,4,61,79,,,,NE,B525223,R,23/06/1984,08/06/1982,2,C301524,I,10/06/1984,10/06/1984,1,25/06/1984,C301881,C301882,C301883,C301884,,,,,,,14.6,15.2,14.7,14.2,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
206,1984,190,NAG,PIEFL,1,6,6,6,55,74,,,,NE,B525268,I,16/06/1984,16/06/1984,1,B870169,R,12/06/1983,02/06/1984,1,23/06/1984,C301859,C301860,C301861,C301862,C301863,C301864,,,,,13.1,13.8,13.8,13.4,13.2,14.2,,,,,Hatching date estimated - Assumption that all ringed young fledged
207,1984,191,NAG,PIEFL,1,,,0,43,,,,,XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREDATED
208,1984,192,NAG,PIEFL,1,7,7,7,47,66,,,,NE,B525366,S,09/06/1984,12/06/1982,2,C301506,I,25/05/1984,25/05/1984,1,14/06/1984,C301695,C301696,C301697,C301698,C301699,C301700,C301701,,,,13.7,14.3,13.5,14.1,13.2,13.8,13.2,,,,Hatching date estimated - Assumption that all ringed young fledged
209,1984,196,NAG,PIEFL,1,5,,0,63,,,,,JP,B870049,R,23/06/1984,12/06/1983,1,C301526,I,10/06/1984,10/06/1984,1,,,,,,,,,,,,,,,,,,,,,,PREDATED 
