"site","year","day","tasmin","tasmax","tasmean"
"SPW","2015","April_13",2.2062065770402,15.2447448694161,8.72547572322815
"SPW","2015","April_14",5.11657695612121,21.0900909379646,13.1033339470429
"SPW","2015","April_15",6.88395853895261,22.6901109133825,14.7870347261675
"SPW","2015","April_16",5.77728947341254,16.3345307216574,11.055910097535
"SPW","2015","April_17",5.11041159687267,13.4122348819972,9.26132323943493
"SPW","2015","April_18",2.32209128503733,14.4100840850611,8.36608768504921
"SPW","2015","April_19",2.29876011722908,11.4301099606912,6.86443503896016
"SPW","2015","April_20",1.22688878005508,17.63835634535,9.43262256270253
"SPW","2015","April_21",1.93754700240994,17.63591075434,9.78672887837495
"SPW","2015","April_22",2.74840426649364,15.0960223030676,8.92221328478061
"SPW","2015","April_23",5.06047848466382,16.112905527582,10.5866920061229
"SPW","2015","April_24",3.27619991359927,17.5878075644708,10.4320037390351
"SPW","2015","April_25",10.3518770843204,17.8211386955125,14.0865078899165
"SPW","2015","April_26",5.61360857425057,10.8601199082762,8.23686424126337
"SPW","2015","April_27",0.799837989382444,11.8452222795181,6.32253013445027
"SPW","2015","April_28",1.98479625762257,12.7645517216288,7.3746739896257
"SPW","2015","April_29",5.29942048259626,13.0193859158733,9.15940319923477
"SPW","2015","April_30",2.86046763032123,13.9727849037454,8.4166262670333
"SPW","2015","May_01",2.60810731006741,12.5698542579818,7.58898078402462
"SPW","2015","May_02",2.17723199992727,13.8906390069177,8.03393550342248
"SPW","2015","May_03",7.84546332626798,19.6453833328604,13.7454233295642
"SPW","2015","May_04",9.67718483019897,17.8902323692597,13.7837085997294
"SPW","2015","May_05",11.2673841251297,15.5758996919994,13.4216419085646
"SPW","2015","May_06",7.7008188774679,13.6006337069795,10.6507262922237
"SPW","2015","May_07",7.18702368982817,16.3681912091727,11.7776074495004
"SPW","2015","May_08",5.82437263217483,15.7265289061749,10.7754507691749
"SPW","2015","May_09",10.1652670640551,16.207993284855,13.1866301744551
"SPW","2015","May_10",5.51611547547242,18.6153762049809,12.0657458402267
"SPW","2015","May_11",10.2459089621779,20.849441972664,15.547675467421
"SPW","2015","May_12",8.82837336632791,16.6589556039777,12.7436644851528
"SPW","2015","May_13",3.5155396026069,17.9863634707959,10.7509515367014
"SPW","2015","May_14",5.25005355897873,10.3653406035254,7.80769708125209
"SPW","2015","May_15",6.02862164081396,14.9396275024974,10.4841245716557
"SPW","2015","May_16",9.12296886347419,16.8007919064984,12.9618803849863
"SPW","2015","May_17",4.70448215494683,15.925888365055,10.3151852600009
"SPW","2015","May_18",7.79957667494082,14.2002451001243,10.9999108875326
"SPW","2015","May_19",5.32605098384066,13.4555480156456,9.39079949974315
"SPW","2015","May_20",3.58037739582082,14.5308910953638,9.05563424559232
"SPW","2015","May_21",3.30815836919476,18.8921294831919,11.1001439261933
"SPW","2015","May_22",6.57372578094302,19.7928974627312,13.1833116218371
"SPW","2015","May_23",10.959756254778,16.2801143999921,13.619935327385
"SPW","2015","May_24",8.50905424377876,18.3012790539633,13.405166648871
"SPW","2015","May_25",6.18637661670204,14.7838077939701,10.485092205336
